round,match_id,home_team,away_team,score_final_dom,score_final_ext,nb_buts_total,nb_buts_dom,nb_buts_ext,victoire,cycle
36,73442092,Algeria,Angola,2,1,3,2,1,dom
36,73442093,Comoros,Mali,1,0,1,1,0,dom
36,73442094,Zambia,Equatorial Guinea,2,0,2,2,0,dom
36,73442095,Benin,Senegal,0,2,2,0,2,ext
37,73442096,Uganda,Egypt,0,2,2,0,2,ext
37,73442097,DR Congo,South Africa,3,0,3,3,0,dom
37,73442098,Angola,Gabon,1,1,2,1,1,nul
37,73442099,Mozambique,Botswana,0,1,1,0,1,ext
37,73442101,Morocco,Algeria,4,0,4,4,0,dom
37,73442102,Nigeria,Benin,1,0,1,1,0,dom
37,73442103,Mali,Zambia,1,0,1,1,0,dom
37,73442104,Tanzania,Comoros,0,2,2,0,2,ext
37,73442105,Senegal,Sudan,3,0,3,3,0,dom
37,73442106,Cameroon,Zimbabwe,1,0,1,1,0,dom
37,73442107,Equatorial Guinea,Burkina Faso,0,0,0,0,0,nul
38,73442108,Burkina Faso,Mali,0,0,0,0,0,nul
38,73442109,Sudan,Nigeria,0,3,3,0,3,ext
38,73442110,Botswana,Cameroon,0,0,0,0,0,nul
38,73442111,Algeria,Equatorial Guinea,3,0,3,3,0,dom
38,73442112,Tunisia,Angola,1,0,1,1,0,dom
38,73442113,Zimbabwe,Senegal,0,0,0,0,0,nul
38,73442114,South Africa,Mozambique,2,0,2,2,0,dom
38,73442115,Gabon,Morocco,0,3,3,0,3,ext
38,73442117,Zambia,Tanzania,1,0,1,1,0,dom
38,73442118,Ivory Coast,DR Congo,1,1,2,1,1,nul
38,73442119,Benin,Uganda,1,1,2,1,1,nul
39,73442120,Benin,Sudan,4,0,4,4,0,dom
39,73442121,DR Congo,Angola,0,0,0,0,0,nul
39,73442122,Mali,Algeria,1,1,2,1,1,nul
39,73442123,Equatorial Guinea,Gabon,0,1,1,0,1,ext
39,73442124,Mozambique,Ivory Coast,1,0,1,1,0,dom
39,73442125,Senegal,Botswana,1,1,2,1,1,nul
39,73442126,Nigeria,Zimbabwe,1,2,3,1,2,ext
39,73442127,Egypt,Zambia,1,1,2,1,1,nul
39,73442128,Cameroon,South Africa,4,0,4,4,0,dom
39,73442129,Tanzania,Burkina Faso,1,0,1,1,0,dom
39,73442130,Morocco,Tunisia,0,0,0,0,0,nul
39,73442131,Uganda,Comoros,0,1,1,0,1,ext
40,73442132,Tunisia,Equatorial Guinea,0,0,0,0,0,nul
40,73442133,Zimbabwe,Benin,2,0,2,2,0,dom
40,73442134,DR Congo,Morocco,0,5,5,0,5,ext
40,73442135,South Africa,Senegal,2,1,3,2,1,dom
40,73442136,Gabon,Mali,2,1,3,2,1,dom
40,73442137,Zambia,Comoros,1,0,1,1,0,dom
40,73442138,Ivory Coast,Cameroon,4,0,4,4,0,dom
40,73442139,Sudan,Uganda,4,0,4,4,0,dom
40,73442140,Botswana,Nigeria,1,1,2,1,1,nul
40,73442141,Angola,Mozambique,0,4,4,0,4,ext
40,73442142,Algeria,Tanzania,1,3,4,1,3,ext
40,73442143,Burkina Faso,Egypt,1,3,4,1,3,ext
41,73442144,Equatorial Guinea,DR Congo,1,1,2,1,1,nul
41,73442145,Sudan,Zimbabwe,3,0,3,3,0,dom
41,73442146,Cameroon,Angola,0,0,0,0,0,nul
41,73442147,Comoros,Burkina Faso,0,1,1,0,1,ext
41,73442148,Senegal,Ivory Coast,0,1,1,0,1,ext
41,73442149,Nigeria,South Africa,1,0,1,1,0,dom
41,73442150,Tanzania,Gabon,0,0,0,0,0,nul
41,73442151,Benin,Botswana,1,1,2,1,1,nul
41,73442152,Egypt,Algeria,1,0,1,1,0,dom
41,73442153,Mozambique,Morocco,0,0,0,0,0,nul
41,73442154,Mali,Tunisia,0,0,0,0,0,nul
41,73442155,Uganda,Zambia,0,3,3,0,3,ext
42,73442156,Tunisia,Tanzania,1,1,2,1,1,nul
42,73442157,Zimbabwe,Uganda,1,2,3,1,2,ext
42,73442158,Gabon,Egypt,2,1,3,2,1,dom
42,73442159,Botswana,Sudan,0,0,0,0,0,nul
42,73442160,Algeria,Comoros,2,1,3,2,1,dom
42,73442161,Mozambique,Equatorial Guinea,3,0,3,3,0,dom
42,73442162,DR Congo,Mali,1,0,1,1,0,dom
42,73442164,Morocco,Cameroon,5,0,5,5,0,dom
42,73442165,South Africa,Benin,5,0,5,5,0,dom
42,73442166,Angola,Senegal,0,1,1,0,1,ext
42,73442167,Ivory Coast,Nigeria,0,0,0,0,0,nul
43,73442168,Benin,Ivory Coast,0,0,0,0,0,nul
43,73442169,Uganda,Burkina Faso,1,0,1,1,0,dom
43,73442170,Zimbabwe,Botswana,1,1,2,1,1,nul
43,73442171,Egypt,Tunisia,1,2,3,1,2,ext
43,73442172,Tanzania,DR Congo,3,1,4,3,1,dom
43,73442173,Cameroon,Equatorial Guinea,0,0,0,0,0,nul
43,73442174,Comoros,Gabon,1,0,1,1,0,dom
43,73442175,Sudan,South Africa,1,0,1,1,0,dom
43,73442176,Zambia,Algeria,0,0,0,0,0,nul
43,73442177,Mali,Mozambique,0,0,0,0,0,nul
43,73442178,Nigeria,Angola,1,1,2,1,1,nul
43,73442179,Senegal,Morocco,0,0,0,0,0,nul
44,73442180,Morocco,Nigeria,0,0,0,0,0,nul
44,73442181,Ivory Coast,Sudan,1,0,1,1,0,dom
44,73442182,Angola,Benin,0,0,0,0,0,nul
44,73442183,Algeria,Burkina Faso,3,1,4,3,1,dom
44,73442184,Botswana,Uganda,1,1,2,1,1,nul
44,73442185,South Africa,Zimbabwe,3,0,3,3,0,dom
44,73442186,Tunisia,Comoros,1,2,3,1,2,ext
44,73442187,Mozambique,Tanzania,4,0,4,4,0,dom
44,73442188,DR Congo,Egypt,0,0,0,0,0,nul
44,73442189,Gabon,Zambia,3,1,4,3,1,dom
44,73442190,Equatorial Guinea,Senegal,2,1,3,2,1,dom
44,73442191,Cameroon,Mali,0,1,1,0,1,ext
45,73442192,Tanzania,Cameroon,1,0,1,1,0,dom
45,73442193,Sudan,Angola,1,1,2,1,1,nul
45,73442194,Egypt,Mozambique,0,1,1,0,1,ext
45,73442195,Uganda,Algeria,0,0,0,0,0,nul
45,73442196,Burkina Faso,Gabon,1,0,1,1,0,dom
45,73442197,Benin,Morocco,2,0,2,2,0,dom
45,73442198,Comoros,DR Congo,0,1,1,0,1,ext
45,73442199,Nigeria,Equatorial Guinea,1,0,1,1,0,dom
45,73442200,Botswana,South Africa,1,0,1,1,0,dom
45,73442201,Zimbabwe,Ivory Coast,1,0,1,1,0,dom
45,73442202,Senegal,Mali,3,1,4,3,1,dom
45,73442203,Zambia,Tunisia,0,1,1,0,1,ext
46,73442204,DR Congo,Zambia,0,3,3,0,3,ext
46,73442205,South Africa,Uganda,1,0,1,1,0,dom
46,73442206,Angola,Zimbabwe,0,0,0,0,0,nul
46,73442207,Gabon,Algeria,0,0,0,0,0,nul
46,73442208,Senegal,Tanzania,1,2,3,1,2,ext
46,73442209,Mozambique,Comoros,1,0,1,1,0,dom
46,73442210,Ivory Coast,Botswana,0,1,1,0,1,ext
46,73442211,Cameroon,Egypt,3,0,3,3,0,dom
46,73442212,Tunisia,Burkina Faso,0,1,1,0,1,ext
46,73442213,Morocco,Sudan,0,1,1,0,1,ext
46,73442214,Mali,Nigeria,4,0,4,4,0,dom
46,73442215,Equatorial Guinea,Benin,0,0,0,0,0,nul
1,73449898,Gabon,DR Congo,2,0,2,2,0,dom
1,73449899,Angola,Benin,2,1,3,2,1,dom
1,73449900,Equatorial Guinea,Botswana,0,0,0,0,0,nul
1,73449901,Burkina Faso,Ivory Coast,0,0,0,0,0,nul
1,73449902,Zimbabwe,Tunisia,1,1,2,1,1,nul
1,73449903,Senegal,Mozambique,0,3,3,0,3,ext
1,73449904,Mali,Algeria,2,0,2,2,0,dom
1,73449905,Nigeria,Comoros,2,0,2,2,0,dom
1,73449906,Tanzania,Morocco,0,3,3,0,3,ext
1,73449907,South Africa,Egypt,1,0,1,1,0,dom
1,73449908,Uganda,Cameroon,0,0,0,0,0,nul
1,73449909,Zambia,Sudan,1,0,1,1,0,dom
2,73449910,Ivory Coast,Angola,3,0,3,3,0,dom
2,73449911,Sudan,Gabon,1,1,2,1,1,nul
2,73449912,Tunisia,Uganda,1,1,2,1,1,nul
2,73449913,Egypt,Burkina Faso,2,0,2,2,0,dom
2,73449914,Mozambique,Morocco,0,2,2,0,2,ext
2,73449915,Benin,Tanzania,1,0,1,1,0,dom
2,73449916,Botswana,Zimbabwe,2,0,2,2,0,dom
2,73449917,Algeria,Senegal,2,1,3,2,1,dom
2,73449918,Cameroon,South Africa,2,2,4,2,2,nul
2,73449919,Comoros,Zambia,0,2,2,0,2,ext
2,73449920,DR Congo,Mali,0,0,0,0,0,nul
2,73449921,Equatorial Guinea,Nigeria,0,0,0,0,0,nul
3,73449922,Mali,Sudan,3,0,3,3,0,dom
3,73449923,Angola,Egypt,0,2,2,0,2,ext
3,73449924,Tanzania,Mozambique,0,1,1,0,1,ext
3,73449925,Zambia,Equatorial Guinea,1,0,1,1,0,dom
3,73449926,Morocco,Algeria,0,0,0,0,0,nul
3,73449927,Zimbabwe,Nigeria,1,0,1,1,0,dom
3,73449928,Gabon,Comoros,1,1,2,1,1,nul
3,73449929,Uganda,Botswana,1,0,1,1,0,dom
3,73449930,South Africa,Tunisia,0,0,0,0,0,nul
3,73449931,Benin,Ivory Coast,1,1,2,1,1,nul
3,73449933,Senegal,DR Congo,0,0,0,0,0,nul
4,73449934,Equatorial Guinea,Gabon,2,1,3,2,1,dom
4,73449935,Sudan,Senegal,0,1,1,0,1,ext
4,73449936,Ivory Coast,Tanzania,3,0,3,3,0,dom
4,73449937,DR Congo,Morocco,0,3,3,0,3,ext
4,73449938,Algeria,Mozambique,2,1,3,2,1,dom
4,73449939,Botswana,South Africa,1,1,2,1,1,nul
4,73449940,Comoros,Mali,0,1,1,0,1,ext
4,73449941,Cameroon,Angola,2,0,2,2,0,dom
4,73449942,Egypt,Benin,1,0,1,1,0,dom
4,73449943,Zimbabwe,Zambia,0,0,0,0,0,nul
4,73449944,Nigeria,Uganda,1,1,2,1,1,nul
4,73449945,Tunisia,Burkina Faso,3,0,3,3,0,dom
5,73449946,Benin,Cameroon,3,1,4,3,1,dom
5,73449947,Senegal,Comoros,4,0,4,4,0,dom
5,73449948,Uganda,Zambia,1,2,3,1,2,ext
5,73449949,Angola,Tunisia,1,0,1,1,0,dom
5,73449950,Tanzania,Algeria,1,1,2,1,1,nul
5,73449951,Mali,Equatorial Guinea,0,0,0,0,0,nul
5,73449953,Mozambique,DR Congo,1,1,2,1,1,nul
5,73449954,Ivory Coast,Egypt,1,1,2,1,1,nul
5,73449955,Burkina Faso,Botswana,0,1,1,0,1,ext
5,73449956,South Africa,Nigeria,1,1,2,1,1,nul
5,73449957,Morocco,Sudan,5,0,5,5,0,dom
6,73449958,Egypt,Tanzania,3,1,4,3,1,dom
6,73449959,Botswana,Angola,0,2,2,0,2,ext
6,73449961,Nigeria,Burkina Faso,2,1,3,2,1,dom
6,73449962,Tunisia,Benin,3,1,4,3,1,dom
6,73449963,Equatorial Guinea,Senegal,0,0,0,0,0,nul
6,73449965,Zambia,South Africa,1,2,3,1,2,ext
6,73449966,DR Congo,Algeria,0,0,0,0,0,nul
6,73449967,Zimbabwe,Mali,1,0,1,1,0,dom
6,73449968,Comoros,Morocco,0,1,1,0,1,ext
6,73449969,Cameroon,Ivory Coast,0,2,2,0,2,ext
7,73449970,Mali,Uganda,0,2,2,0,2,ext
7,73449971,Angola,Nigeria,1,1,2,1,1,nul
7,73449972,Mozambique,Comoros,3,1,4,3,1,dom
7,73449973,Burkina Faso,Zambia,3,2,5,3,2,dom
7,73449974,Ivory Coast,Tunisia,0,0,0,0,0,nul
7,73449975,South Africa,Gabon,0,0,0,0,0,nul
7,73449976,Senegal,Zimbabwe,1,1,2,1,1,nul
7,73449977,Tanzania,DR Congo,1,1,2,1,1,nul
7,73449979,Egypt,Cameroon,0,0,0,0,0,nul
7,73449980,Algeria,Sudan,0,1,1,0,1,ext
7,73449981,Benin,Botswana,1,0,1,1,0,dom
8,73449982,South Africa,Mali,3,0,3,3,0,dom
8,73449983,Zimbabwe,Morocco,1,1,2,1,1,nul
8,73449984,Cameroon,Tanzania,0,0,0,0,0,nul
8,73449985,Uganda,Senegal,3,2,5,3,2,dom
8,73449986,Botswana,Ivory Coast,2,1,3,2,1,dom
8,73449987,Gabon,Burkina Faso,2,0,2,2,0,dom
8,73449988,Equatorial Guinea,Mozambique,1,1,2,1,1,nul
8,73449989,Zambia,Angola,2,1,3,2,1,dom
8,73449990,Tunisia,Egypt,0,0,0,0,0,nul
8,73449991,Nigeria,Benin,1,1,2,1,1,nul
8,73449992,Sudan,DR Congo,0,0,0,0,0,nul
8,73449993,Comoros,Algeria,2,1,3,2,1,dom
9,73449994,Cameroon,Tunisia,0,0,0,0,0,nul
9,73449995,Ivory Coast,Nigeria,1,0,1,1,0,dom
9,73449996,DR Congo,Comoros,0,0,0,0,0,nul
9,73449997,Angola,Gabon,0,1,1,0,1,ext
9,73449998,Senegal,South Africa,1,0,1,1,0,dom
9,73449999,Algeria,Equatorial Guinea,4,1,5,4,1,dom
9,73450000,Burkina Faso,Mali,0,0,0,0,0,nul
9,73450001,Mozambique,Zimbabwe,0,0,0,0,0,nul
9,73450002,Morocco,Uganda,2,3,5,2,3,ext
9,73450003,Benin,Zambia,2,1,3,2,1,dom
9,73450004,Egypt,Botswana,0,0,0,0,0,nul
9,73450005,Tanzania,Sudan,0,0,0,0,0,nul
10,73450006,Burkina Faso,Senegal,0,0,0,0,0,nul
10,73450007,Zimbabwe,Algeria,2,0,2,2,0,dom
10,73450009,Uganda,Mozambique,1,1,2,1,1,nul
10,73450010,Equatorial Guinea,DR Congo,0,0,0,0,0,nul
10,73450011,Mali,Angola,3,0,3,3,0,dom
10,73450012,South Africa,Morocco,2,0,2,2,0,dom
10,73450013,Nigeria,Egypt,1,1,2,1,1,nul
10,73450014,Tunisia,Tanzania,2,0,2,2,0,dom
10,73450015,Gabon,Benin,0,0,0,0,0,nul
10,73450016,Botswana,Cameroon,0,0,0,0,0,nul
10,73450017,Comoros,Sudan,2,1,3,2,1,dom
11,73450018,Mozambique,South Africa,1,1,2,1,1,nul
11,73450019,Angola,Senegal,0,2,2,0,2,ext
11,73450020,Morocco,Burkina Faso,3,0,3,3,0,dom
11,73450022,Egypt,Zambia,3,0,3,3,0,dom
11,73450023,Tunisia,Botswana,0,1,1,0,1,ext
11,73450025,DR Congo,Zimbabwe,1,0,1,1,0,dom
11,73450026,Sudan,Equatorial Guinea,4,0,4,4,0,dom
11,73450027,Algeria,Uganda,0,0,0,0,0,nul
11,73450028,Ivory Coast,Gabon,0,0,0,0,0,nul
11,73450029,Tanzania,Comoros,1,0,1,1,0,dom
12,73450030,Uganda,DR Congo,1,1,2,1,1,nul
12,73450031,Nigeria,Tunisia,1,2,3,1,2,ext
12,73450032,Gabon,Egypt,1,1,2,1,1,nul
12,73450033,Senegal,Benin,1,3,4,1,3,ext
12,73450034,Zambia,Cameroon,4,0,4,4,0,dom
12,73450035,Burkina Faso,Mozambique,0,1,1,0,1,ext
12,73450036,Equatorial Guinea,Comoros,4,0,4,4,0,dom
12,73450037,Mali,Ivory Coast,0,1,1,0,1,ext
12,73450038,South Africa,Algeria,0,2,2,0,2,ext
12,73450039,Botswana,Tanzania,0,1,1,0,1,ext
12,73450040,Angola,Morocco,0,0,0,0,0,nul
12,73450041,Zimbabwe,Sudan,1,0,1,1,0,dom
13,73450042,Egypt,Mali,0,0,0,0,0,nul
13,73450043,Tunisia,Zambia,3,2,5,3,2,dom
13,73450044,DR Congo,South Africa,1,1,2,1,1,nul
13,73450045,Tanzania,Equatorial Guinea,0,0,0,0,0,nul
13,73450046,Cameroon,Gabon,3,0,3,3,0,dom
13,73450047,Mozambique,Angola,0,1,1,0,1,ext
13,73450048,Comoros,Zimbabwe,0,0,0,0,0,nul
13,73450049,Algeria,Burkina Faso,2,1,3,2,1,dom
13,73450050,Sudan,Uganda,1,2,3,1,2,ext
13,73450051,Ivory Coast,Senegal,0,0,0,0,0,nul
13,73450052,Botswana,Nigeria,0,3,3,0,3,ext
14,73450054,Uganda,Comoros,1,1,2,1,1,nul
14,73450055,Burkina Faso,DR Congo,1,0,1,1,0,dom
14,73450056,Zimbabwe,Equatorial Guinea,1,1,2,1,1,nul
14,73450057,Mali,Cameroon,1,1,2,1,1,nul
14,73450058,Senegal,Egypt,1,1,2,1,1,nul
14,73450059,Benin,Mozambique,2,1,3,2,1,dom
14,73450060,Morocco,Ivory Coast,0,1,1,0,1,ext
14,73450061,Gabon,Tunisia,0,0,0,0,0,nul
14,73450062,South Africa,Sudan,3,1,4,3,1,dom
14,73450063,Angola,Algeria,0,0,0,0,0,nul
14,73450064,Zambia,Botswana,0,0,0,0,0,nul
14,73450065,Nigeria,Tanzania,0,0,0,0,0,nul
15,73450066,Algeria,Benin,5,0,5,5,0,dom
15,73450067,Cameroon,Senegal,0,0,0,0,0,nul
15,73450068,Ivory Coast,Mozambique,2,0,2,2,0,dom
15,73450069,Sudan,Burkina Faso,0,3,3,0,3,ext
15,73450070,Tanzania,Zimbabwe,0,0,0,0,0,nul
15,73450071,Equatorial Guinea,Uganda,0,0,0,0,0,nul
15,73450072,Nigeria,Zambia,1,0,1,1,0,dom
15,73450073,Tunisia,Mali,1,1,2,1,1,nul
15,73450074,DR Congo,Angola,0,0,0,0,0,nul
15,73450075,Egypt,Morocco,3,0,3,3,0,dom
15,73450076,Botswana,Gabon,1,3,4,1,3,ext
15,73450077,Comoros,South Africa,1,0,1,1,0,dom
16,73450078,Senegal,Tunisia,0,0,0,0,0,nul
16,73450079,Zambia,Tanzania,0,0,0,0,0,nul
16,73450080,Mozambique,Egypt,0,0,0,0,0,nul
16,73450081,Uganda,Zimbabwe,2,0,2,2,0,dom
16,73450082,Benin,DR Congo,1,1,2,1,1,nul
16,73450083,Gabon,Nigeria,0,3,3,0,3,ext
16,73450084,South Africa,Equatorial Guinea,1,0,1,1,0,dom
16,73450085,Ivory Coast,Algeria,2,0,2,2,0,dom
16,73450086,Mali,Botswana,1,0,1,1,0,dom
16,73450087,Angola,Sudan,2,0,2,2,0,dom
16,73450088,Burkina Faso,Comoros,0,0,0,0,0,nul
16,73450089,Morocco,Cameroon,2,0,2,2,0,dom
17,73450090,Egypt,Algeria,0,0,0,0,0,nul
17,73450091,Equatorial Guinea,Burkina Faso,1,0,1,1,0,dom
17,73450092,Nigeria,Mali,0,0,0,0,0,nul
17,73450093,Botswana,Senegal,0,3,3,0,3,ext
17,73450094,Zambia,Gabon,0,0,0,0,0,nul
17,73450095,DR Congo,Ivory Coast,1,0,1,1,0,dom
17,73450096,Cameroon,Mozambique,0,0,0,0,0,nul
17,73450097,Tunisia,Morocco,2,0,2,2,0,dom
17,73450098,Comoros,Angola,1,0,1,1,0,dom
17,73450100,Tanzania,Uganda,1,0,1,1,0,dom
17,73450101,Sudan,Benin,1,2,3,1,2,ext
18,73450102,Mali,Zambia,2,1,3,2,1,dom
18,73450103,Morocco,Botswana,1,4,5,1,4,ext
18,73450104,Benin,Comoros,0,1,1,0,1,ext
18,73450105,Ivory Coast,Sudan,0,0,0,0,0,nul
18,73450106,Algeria,Cameroon,4,2,6,4,2,dom
18,73450108,Angola,Equatorial Guinea,1,0,1,1,0,dom
18,73450109,Burkina Faso,Zimbabwe,2,1,3,2,1,dom
18,73450110,Mozambique,Tunisia,3,0,3,3,0,dom
18,73450111,Senegal,Nigeria,3,0,3,3,0,dom
18,73450112,Egypt,DR Congo,0,1,1,0,1,ext
18,73450113,South Africa,Uganda,2,0,2,2,0,dom
19,73450114,Equatorial Guinea,Benin,2,0,2,2,0,dom
19,73450115,Zambia,Senegal,1,1,2,1,1,nul
19,73450116,Tunisia,Algeria,5,0,5,5,0,dom
19,73450117,Cameroon,DR Congo,1,5,6,1,5,ext
19,73450118,Zimbabwe,Angola,0,0,0,0,0,nul
19,73450119,Uganda,Burkina Faso,0,0,0,0,0,nul
19,73450120,Sudan,Egypt,0,1,1,0,1,ext
19,73450121,Tanzania,South Africa,2,0,2,2,0,dom
19,73450122,Gabon,Mali,0,0,0,0,0,nul
19,73450123,Botswana,Mozambique,0,0,0,0,0,nul
19,73450124,Nigeria,Morocco,1,0,1,1,0,dom
19,73450125,Comoros,Ivory Coast,0,0,0,0,0,nul
20,73450126,Egypt,Comoros,2,0,2,2,0,dom
20,73450127,Cameroon,Sudan,0,0,0,0,0,nul
20,73450128,Ivory Coast,Equatorial Guinea,0,3,3,0,3,ext
20,73450129,Morocco,Zambia,0,3,3,0,3,ext
20,73450130,Algeria,Botswana,3,1,4,3,1,dom
20,73450131,Senegal,Gabon,1,0,1,1,0,dom
20,73450132,Angola,Uganda,3,0,3,3,0,dom
20,73450133,Mozambique,Nigeria,2,0,2,2,0,dom
20,73450134,Benin,Zimbabwe,0,0,0,0,0,nul
20,73450135,Mali,Tanzania,1,0,1,1,0,dom
20,73450136,Burkina Faso,South Africa,1,0,1,1,0,dom
20,73450137,DR Congo,Tunisia,2,0,2,2,0,dom
21,73450139,Tunisia,Sudan,1,0,1,1,0,dom
21,73450140,Equatorial Guinea,Egypt,5,0,5,5,0,dom
21,73450141,Zambia,Mozambique,0,0,0,0,0,nul
21,73450142,Mali,Senegal,1,1,2,1,1,nul
21,73450143,Tanzania,Burkina Faso,1,1,2,1,1,nul
21,73450144,Gabon,Morocco,1,0,1,1,0,dom
21,73450145,Botswana,DR Congo,0,0,0,0,0,nul
21,73450146,South Africa,Angola,0,0,0,0,0,nul
21,73450147,Uganda,Benin,0,0,0,0,0,nul
21,73450148,Nigeria,Algeria,0,2,2,0,2,ext
21,73450149,Zimbabwe,Ivory Coast,0,2,2,0,2,ext
22,73450150,Benin,South Africa,1,1,2,1,1,nul
22,73450151,Algeria,Zambia,0,1,1,0,1,ext
22,73450152,DR Congo,Nigeria,1,0,1,1,0,dom
22,73450153,Sudan,Botswana,1,1,2,1,1,nul
22,73450154,Angola,Burkina Faso,1,0,1,1,0,dom
22,73450155,Cameroon,Equatorial Guinea,3,0,3,3,0,dom
22,73450156,Mozambique,Gabon,0,0,0,0,0,nul
22,73450157,Tunisia,Comoros,4,0,4,4,0,dom
22,73450159,Morocco,Mali,1,0,1,1,0,dom
22,73450160,Egypt,Zimbabwe,2,0,2,2,0,dom
22,73450161,Ivory Coast,Uganda,6,0,6,6,0,dom
23,73450162,Gabon,Algeria,1,0,1,1,0,dom
23,73450164,Senegal,Morocco,2,0,2,2,0,dom
23,73450165,Burkina Faso,Benin,1,0,1,1,0,dom
23,73450166,South Africa,Ivory Coast,0,0,0,0,0,nul
23,73450167,Botswana,Comoros,0,0,0,0,0,nul
23,73450168,Mali,Mozambique,0,0,0,0,0,nul
23,73450169,Tanzania,Angola,1,0,1,1,0,dom
23,73450170,Nigeria,Sudan,2,0,2,2,0,dom
23,73450171,Zimbabwe,Cameroon,1,3,4,1,3,ext
23,73450172,Uganda,Egypt,0,2,2,0,2,ext
23,73450173,Equatorial Guinea,Tunisia,1,2,3,1,2,ext
24,73450174,DR Congo,Gabon,0,1,1,0,1,ext
24,73450175,Benin,Angola,2,0,2,2,0,dom
24,73450176,Botswana,Equatorial Guinea,1,0,1,1,0,dom
24,73450177,Ivory Coast,Burkina Faso,0,0,0,0,0,nul
24,73450178,Tunisia,Zimbabwe,1,0,1,1,0,dom
24,73450179,Mozambique,Senegal,4,0,4,4,0,dom
24,73450180,Algeria,Mali,0,0,0,0,0,nul
24,73450181,Comoros,Nigeria,1,0,1,1,0,dom
24,73450182,Morocco,Tanzania,0,0,0,0,0,nul
24,73450183,Egypt,South Africa,0,0,0,0,0,nul
24,73450184,Cameroon,Uganda,4,1,5,4,1,dom
24,73450185,Sudan,Zambia,0,1,1,0,1,ext
25,73450186,Angola,Ivory Coast,1,3,4,1,3,ext
25,73450187,Gabon,Sudan,0,0,0,0,0,nul
25,73450188,Uganda,Tunisia,1,1,2,1,1,nul
25,73450189,Burkina Faso,Egypt,1,2,3,1,2,ext
25,73450190,Morocco,Mozambique,3,1,4,3,1,dom
25,73450191,Tanzania,Benin,1,0,1,1,0,dom
25,73450192,Zimbabwe,Botswana,1,1,2,1,1,nul
25,73450193,Senegal,Algeria,0,0,0,0,0,nul
25,73450194,South Africa,Cameroon,1,2,3,1,2,ext
25,73450195,Zambia,Comoros,1,0,1,1,0,dom
25,73450196,Mali,DR Congo,1,0,1,1,0,dom
25,73450197,Nigeria,Equatorial Guinea,2,1,3,2,1,dom
26,73450198,Sudan,Mali,1,0,1,1,0,dom
26,73450199,Egypt,Angola,1,0,1,1,0,dom
26,73450200,Mozambique,Tanzania,4,0,4,4,0,dom
26,73450201,Equatorial Guinea,Zambia,1,0,1,1,0,dom
26,73450202,Algeria,Morocco,1,0,1,1,0,dom
26,73450203,Nigeria,Zimbabwe,1,2,3,1,2,ext
26,73450204,Comoros,Gabon,1,1,2,1,1,nul
26,73450205,Botswana,Uganda,0,0,0,0,0,nul
26,73450206,Tunisia,South Africa,0,1,1,0,1,ext
26,73450207,Ivory Coast,Benin,1,0,1,1,0,dom
26,73450209,DR Congo,Senegal,5,0,5,5,0,dom
27,73450210,Gabon,Equatorial Guinea,1,1,2,1,1,nul
27,73450211,Senegal,Sudan,0,1,1,0,1,ext
27,73450213,Morocco,DR Congo,1,1,2,1,1,nul
27,73450214,Mozambique,Algeria,0,3,3,0,3,ext
27,73450215,South Africa,Botswana,0,0,0,0,0,nul
27,73450216,Mali,Comoros,2,0,2,2,0,dom
27,73450217,Angola,Cameroon,0,0,0,0,0,nul
27,73450218,Benin,Egypt,0,2,2,0,2,ext
27,73450219,Zambia,Zimbabwe,0,0,0,0,0,nul
27,73450220,Uganda,Nigeria,2,0,2,2,0,dom
27,73450221,Burkina Faso,Tunisia,1,0,1,1,0,dom
28,73450222,Cameroon,Benin,2,1,3,2,1,dom
28,73450223,Comoros,Senegal,0,0,0,0,0,nul
28,73450224,Zambia,Uganda,2,0,2,2,0,dom
28,73450225,Tunisia,Angola,0,0,0,0,0,nul
28,73450226,Algeria,Tanzania,1,1,2,1,1,nul
28,73450227,Equatorial Guinea,Mali,2,0,2,2,0,dom
28,73450229,DR Congo,Mozambique,0,2,2,0,2,ext
28,73450230,Egypt,Ivory Coast,0,0,0,0,0,nul
28,73450231,Botswana,Burkina Faso,1,1,2,1,1,nul
28,73450232,Nigeria,South Africa,3,1,4,3,1,dom
28,73450233,Sudan,Morocco,0,3,3,0,3,ext
29,73450234,Tanzania,Egypt,0,2,2,0,2,ext
29,73450235,Angola,Botswana,2,0,2,2,0,dom
29,73450237,Burkina Faso,Nigeria,2,0,2,2,0,dom
29,73450238,Benin,Tunisia,1,0,1,1,0,dom
29,73450239,Senegal,Equatorial Guinea,5,0,5,5,0,dom
29,73450241,South Africa,Zambia,4,1,5,4,1,dom
29,73450242,Algeria,DR Congo,1,0,1,1,0,dom
29,73450243,Mali,Zimbabwe,3,1,4,3,1,dom
29,73450244,Morocco,Comoros,2,0,2,2,0,dom
29,73450245,Ivory Coast,Cameroon,2,0,2,2,0,dom
30,73450246,Uganda,Mali,0,0,0,0,0,nul
30,73450247,Nigeria,Angola,1,0,1,1,0,dom
30,73450248,Comoros,Mozambique,1,2,3,1,2,ext
30,73450249,Zambia,Burkina Faso,1,0,1,1,0,dom
30,73450250,Tunisia,Ivory Coast,3,1,4,3,1,dom
30,73450251,Gabon,South Africa,1,2,3,1,2,ext
30,73450252,Zimbabwe,Senegal,1,1,2,1,1,nul
30,73450253,DR Congo,Tanzania,0,3,3,0,3,ext
