round,match_id,home_team,away_team,score_final_dom,score_final_ext,nb_buts_total,nb_buts_dom,nb_buts_ext,victoire,cycle
6,73929087,Angola,Egypt,0,0,0,0,0,nul,11
6,73929090,Zambia,Morocco,0,2,2,0,2,ext,11
6,73929091,DR Congo,Uganda,0,0,0,0,0,nul,11
6,73929094,Senegal,Nigeria,2,0,2,2,0,dom,11
6,73929096,Algeria,Ivory Coast,0,0,0,0,0,nul,11
7,73929098,Morocco,South Africa,1,1,2,1,1,,0,,,0,0,0,nul,11
7,73929099,Mozambique,Algeria,4,1,5,4,1,,0,,,0,0,0,dom,11
7,73929100,Ivory Coast,Burkina Faso,0,0,0,0,0,,0,,,0,0,0,nul,11
7,73929101,Uganda,Zambia,4,1,5,4,1,,0,,,0,0,0,dom,11
7,73929102,Tanzania,Senegal,2,0,2,2,0,,0,,,0,0,0,dom,11
7,73929103,Nigeria,Tunisia,0,0,0,0,0,,0,,,0,0,0,nul,11
7,73929104,Botswana,Angola,2,1,3,2,1,,0,,,0,0,0,dom,11
7,73929105,Benin,Comoros,2,1,3,2,1,,0,,,0,0,0,dom,11
7,73929106,Zimbabwe,Sudan,1,0,1,1,0,,0,,,0,0,0,dom,11
7,73929107,Cameroon,Equatorial Guinea,0,1,1,0,1,,0,,,0,0,0,ext,11
7,73929108,Gabon,Mali,1,1,2,1,1,,0,,,0,0,0,nul,11
7,73929109,Egypt,DR Congo,4,1,5,4,1,,0,,,0,0,0,dom,11
8,73929110,South Africa,Uganda,2,2,4,2,2,nul,11
8,73929112,Zambia,Egypt,2,2,4,2,2,nul,11
8,73929113,Senegal,Ivory Coast,1,1,2,1,1,nul,11
8,73929114,Equatorial Guinea,Morocco,2,0,2,2,0,dom,11
8,73929117,Mali,Cameroon,3,0,3,3,0,dom,11
8,73929110,South Africa,Uganda,3,1,4,3,1,,0,,,0,0,0,dom,11
8,73929111,Algeria,Sudan,5,0,5,5,0,,0,,,0,0,0,dom,11
8,73929112,Zambia,Egypt,0,0,0,0,0,,0,,,0,0,0,nul,11
8,73929113,Senegal,Ivory Coast,1,0,1,1,0,,0,,,0,0,0,dom,11
8,73929114,Equatorial Guinea,Morocco,0,2,2,0,2,,0,,,0,0,0,ext,11
8,73929115,DR Congo,Botswana,0,1,1,0,1,,0,,,0,0,0,ext,11
8,73929116,Gabon,Benin,0,0,0,0,0,,0,,,0,0,0,nul,11
8,73929117,Mali,Cameroon,2,0,2,2,0,,0,,,0,0,0,dom,11
8,73929118,Angola,Zimbabwe,0,0,0,0,0,,0,,,0,0,0,nul,11
8,73929119,Comoros,Nigeria,1,2,3,1,2,,0,,,0,0,0,ext,11
8,73929120,Tunisia,Tanzania,0,0,0,0,0,,0,,,0,0,0,nul,11
8,73929121,Burkina Faso,Mozambique,3,1,4,3,1,,0,,,0,0,0,dom,11
8,73929120,Tunisia,Tanzania,0,0,0,0,0,nul,11
9,73929123,Zimbabwe,Algeria,0,1,1,0,1,ext,11
9,73929127,Ivory Coast,Tunisia,2,0,2,2,0,dom,11
9,73929129,Tanzania,Comoros,0,0,0,0,0,nul,11
9,73929131,Cameroon,Benin,2,0,2,2,0,dom,11
9,73929132,Angola,DR Congo,2,0,2,2,0,dom,11
15,73929194,Zambia,Mali,0,1,1,0,1,,0,,,0,0,0,ext,11
15,73929195,Senegal,Comoros,0,0,0,0,0,,0,,,0,0,0,nul,11
15,73929196,Angola,Nigeria,0,0,0,0,0,,0,,,0,0,0,nul,11
15,73929197,Botswana,Tanzania,0,1,1,0,1,,0,,,0,0,0,ext,11
15,73929198,Mozambique,Uganda,1,2,3,1,2,,0,,,0,0,0,ext,11
15,73929199,Zimbabwe,Tunisia,0,0,0,0,0,,0,,,0,0,0,nul,11
15,73929200,DR Congo,Benin,1,0,1,1,0,,0,,,0,0,0,dom,11
15,73929201,Algeria,Cameroon,2,1,3,2,1,,0,,,0,0,0,dom,11
15,73929202,Burkina Faso,Gabon,1,0,1,1,0,,0,,,0,0,0,dom,11
15,73929203,South Africa,Equatorial Guinea,1,0,1,1,0,,0,,,0,0,0,dom,11
15,73929204,Sudan,Morocco,0,4,4,0,4,,0,,,0,0,0,ext,11
15,73929205,Egypt,Ivory Coast,1,0,1,1,0,,0,,,0,0,0,dom,11
16,73929211,Nigeria,DR Congo,1,3,4,1,3,ext,11
16,73929213,Tanzania,Angola,0,0,0,0,0,nul,11
16,73929214,Equatorial Guinea,Zimbabwe,0,0,0,0,0,nul,11
16,73929215,Mali,South Africa,3,0,3,3,0,dom,11
16,73929217,Cameroon,Burkina Faso,1,1,2,1,1,nul,11
17,73929221,Zambia,Nigeria,0,2,2,0,2,ext,11
17,73929225,Tunisia,Gabon,3,1,4,3,1,dom,11
17,73929227,Angola,Ivory Coast,3,0,3,3,0,dom,11
21,73929266,Comoros,Uganda,2,0,2,2,0,,0,,,0,0,0,dom,11
21,73929267,Senegal,Botswana,1,1,2,1,1,,0,,,0,0,0,nul,11
21,73929268,DR Congo,Algeria,0,2,2,0,2,,0,,,0,0,0,ext,11
21,73929269,Benin,Nigeria,2,3,5,2,3,,0,,,0,0,0,ext,11
21,73929270,Equatorial Guinea,Ivory Coast,3,1,4,3,1,,0,,,0,0,0,dom,11
21,73929271,Gabon,Morocco,0,1,1,0,1,,0,,,0,0,0,ext,11
21,73929272,Zambia,Sudan,0,3,3,0,3,,0,,,0,0,0,ext,11
21,73929273,Tunisia,Egypt,0,2,2,0,2,,0,,,0,0,0,ext,11
21,73929274,Burkina Faso,Angola,4,2,6,4,2,,0,,,0,0,0,dom,11
21,73929275,South Africa,Mozambique,3,0,3,3,0,,0,,,0,0,0,dom,11
21,73929276,Zimbabwe,Cameroon,5,0,5,5,0,,0,,,0,0,0,dom,11
21,73929277,Mali,Tanzania,0,1,1,0,1,,0,,,0,0,0,ext,11
24,73929303,Egypt,Cameroon,1,0,1,1,0,dom,11
24,73929305,Botswana,Gabon,3,1,4,3,1,dom,11
24,73929306,Mozambique,Benin,3,1,4,3,1,dom,11
24,73929307,Algeria,Equatorial Guinea,1,1,2,1,1,nul,11
24,73929308,Zambia,Senegal,2,2,4,2,2,nul,11
24,73929309,DR Congo,Tunisia,2,0,2,2,0,dom,11
24,73929310,Tanzania,Zimbabwe,1,1,2,1,1,nul,11
24,73929312,Burkina Faso,South Africa,0,1,1,0,1,ext,11
38,73929470,Mali,Zambia,3,0,3,3,0,,0,,,0,0,0,dom,11
38,73929471,Comoros,Senegal,0,1,1,0,1,,0,,,0,0,0,ext,11
38,73929472,Nigeria,Angola,1,0,1,1,0,,0,,,0,0,0,dom,11
38,73929473,Tanzania,Botswana,0,0,0,0,0,,0,,,0,0,0,nul,11
38,73929474,Uganda,Mozambique,0,0,0,0,0,,0,,,0,0,0,nul,11
38,73929475,Tunisia,Zimbabwe,1,0,1,1,0,,0,,,0,0,0,dom,11
38,73929476,Benin,DR Congo,1,0,1,1,0,,0,,,0,0,0,dom,11
38,73929477,Cameroon,Algeria,1,0,1,1,0,,0,,,0,0,0,dom,11
38,73929478,Gabon,Burkina Faso,1,1,2,1,1,,0,,,0,0,0,nul,11
38,73929479,Equatorial Guinea,South Africa,0,1,1,0,1,,0,,,0,0,0,ext,11
38,73929480,Morocco,Sudan,0,0,0,0,0,,0,,,0,0,0,nul,11
38,73929481,Ivory Coast,Egypt,0,0,0,0,0,,0,,,0,0,0,nul,11
39,73929487,DR Congo,Nigeria,0,0,0,0,0,nul,11
39,73929489,Angola,Tanzania,1,0,1,1,0,dom,11
39,73929490,Zimbabwe,Equatorial Guinea,5,0,5,5,0,dom,11
39,73929491,South Africa,Mali,1,1,2,1,1,nul,11
39,73929492,Botswana,Ivory Coast,0,0,0,0,0,nul,11
39,73929493,Burkina Faso,Cameroon,1,0,1,1,0,dom,11
40,73929497,Nigeria,Zambia,2,0,2,2,0,dom,12
40,73929501,Gabon,Tunisia,0,2,2,0,2,ext,12
40,73929503,Ivory Coast,Angola,1,0,1,1,0,dom,12
1,73935325,Mozambique,Zimbabwe,2,0,2,2,0,dom,12
1,73935326,Egypt,Ivory Coast,2,1,3,2,1,dom,12
1,73935327,Nigeria,Sudan,0,0,0,0,0,nul,12
1,73935328,Angola,Comoros,0,0,0,0,0,nul,12
1,73935333,Morocco,Tanzania,0,3,3,0,3,ext,12
1,73935334,Benin,Equatorial Guinea,1,0,1,1,0,dom,12
2,73935337,South Africa,Gabon,1,0,1,1,0,dom,12
2,73935339,Ivory Coast,Mozambique,4,2,6,4,2,dom,12
2,73935340,Sudan,Uganda,1,0,1,1,0,dom,12
2,73935342,Senegal,Morocco,2,2,4,2,2,nul,12
2,73935343,Equatorial Guinea,Egypt,1,1,2,1,1,nul,12
2,73935346,Cameroon,Benin,1,3,4,1,3,ext,12
2,73935347,Tanzania,Burkina Faso,4,0,4,4,0,dom,12
2,73935348,Tunisia,Mali,2,1,3,2,1,dom,12
7,73935397,Morocco,Benin,1,0,1,1,0,,0,,,0,0,0,dom,12
7,73935398,Mali,Egypt,5,1,6,5,1,,0,,,0,0,0,dom,12
7,73935399,Angola,Uganda,0,2,2,0,2,,0,,,0,0,0,ext,12
7,73935400,Burkina Faso,Zimbabwe,1,0,1,1,0,,0,,,0,0,0,dom,12
7,73935401,Senegal,Sudan,5,1,6,5,1,,0,,,0,0,0,dom,12
7,73935402,Comoros,Ivory Coast,0,0,0,0,0,,0,,,0,0,0,nul,12
7,73935403,Zambia,Equatorial Guinea,4,0,4,4,0,,0,,,0,0,0,dom,12
7,73935404,Algeria,Nigeria,2,1,3,2,1,,0,,,0,0,0,dom,12
7,73935405,DR Congo,Cameroon,1,0,1,1,0,,0,,,0,0,0,dom,12
7,73935406,Gabon,Mozambique,0,0,0,0,0,,0,,,0,0,0,nul,12
7,73935407,Tanzania,Botswana,2,0,2,2,0,,0,,,0,0,0,dom,12
7,73935408,Tunisia,South Africa,1,1,2,1,1,,0,,,0,0,0,nul,12
9,73935421,Tunisia,Botswana,5,1,6,5,1,,0,,,0,0,0,dom,12
9,73935422,Mali,Angola,3,0,3,3,0,,0,,,0,0,0,dom,12
9,73935423,Zimbabwe,Equatorial Guinea,2,0,2,2,0,,0,,,0,0,0,dom,12
9,73935424,Zambia,Nigeria,0,0,0,0,0,,0,,,0,0,0,nul,12
9,73935425,Senegal,Benin,2,0,2,2,0,,0,,,0,0,0,dom,12
9,73935426,Morocco,Mozambique,3,0,3,3,0,,0,,,0,0,0,dom,12
9,73935427,South Africa,Sudan,4,0,4,4,0,,0,,,0,0,0,dom,12
9,73935428,Burkina Faso,Ivory Coast,0,0,0,0,0,,0,,,0,0,0,nul,12
9,73935429,Comoros,Cameroon,0,0,0,0,0,,0,,,0,0,0,nul,12
9,73935430,Tanzania,Egypt,0,0,0,0,0,,0,,,0,0,0,nul,12
9,73935431,Algeria,Gabon,3,1,4,3,1,,0,,,0,0,0,dom,12
9,73935432,DR Congo,Uganda,0,1,1,0,1,,0,,,0,0,0,ext,12
11,73935446,Zambia,Gabon,0,2,2,0,2,ext,12
11,73935449,Senegal,Mozambique,3,0,3,3,0,dom,12
11,73935450,Sudan,Botswana,0,1,1,0,1,ext,12
11,73935451,Burkina Faso,Equatorial Guinea,1,0,1,1,0,dom,12
11,73935452,Comoros,Uganda,1,0,1,1,0,dom,12
11,73935453,South Africa,Benin,4,0,4,4,0,dom,12
11,73935454,Morocco,Algeria,0,0,0,0,0,nul,12
11,73935455,DR Congo,Mali,0,0,0,0,0,nul,12
11,73935456,Tanzania,Angola,1,0,1,1,0,dom,12
28,73947207,DR Congo,Senegal,3,3,6,3,3,nul,12
28,73947209,Tunisia,Benin,1,2,3,1,2,ext,12
28,73947211,Cameroon,Morocco,0,0,0,0,0,nul,12
28,73947212,Gabon,Angola,0,0,0,0,0,nul,12
28,73947216,Ivory Coast,Botswana,2,0,2,2,0,dom,12
28,73947218,Burkina Faso,Comoros,0,1,1,0,1,ext,12
29,73947219,Equatorial Guinea,Mozambique,1,1,2,1,1,nul,12
29,73947220,South Africa,Zimbabwe,1,0,1,1,0,dom,12
29,73947221,Senegal,Ivory Coast,2,0,2,2,0,dom,12
29,73947223,Morocco,DR Congo,0,0,0,0,0,nul,12
29,73947229,Angola,Cameroon,3,0,3,3,0,dom,12
29,73947230,Botswana,Zambia,0,1,1,0,1,ext,12
30,73947231,DR Congo,Angola,1,1,2,1,1,nul,12
30,73947233,Zimbabwe,Equatorial Guinea,1,2,3,1,2,ext,12
30,73947235,Ivory Coast,Morocco,1,0,1,1,0,dom,12
30,73947237,Zambia,Senegal,4,1,5,4,1,dom,12
30,73947239,Burkina Faso,South Africa,2,1,3,2,1,dom,12
30,73947240,Uganda,Egypt,1,2,3,1,2,ext,12
30,73947242,Cameroon,Tunisia,1,2,3,1,2,ext,12
31,73947243,Botswana,Egypt,2,3,5,2,3,ext,12
31,73947245,Angola,Ivory Coast,2,1,3,2,1,dom,12
31,73947247,Tunisia,DR Congo,0,2,2,0,2,ext,12
31,73947251,Gabon,Cameroon,1,0,1,1,0,dom,12
31,73947252,Nigeria,Mozambique,2,1,3,2,1,dom,12
31,73947253,Equatorial Guinea,Burkina Faso,1,1,2,1,1,nul,12
31,73947254,Benin,Algeria,1,2,3,1,2,ext,12
32,73947256,Zimbabwe,Nigeria,0,0,0,0,0,nul,12
32,73947258,Comoros,Morocco,1,2,3,1,2,ext,12
32,73947259,Botswana,South Africa,0,5,5,0,5,ext,12
32,73947264,Cameroon,Benin,3,1,4,3,1,dom,12
32,73947265,Zambia,Angola,1,1,2,1,1,nul,12
32,73947266,Tanzania,Algeria,0,0,0,0,0,nul,12
33,73947267,Nigeria,Burkina Faso,1,0,1,1,0,dom,12
33,73947268,Gabon,Ivory Coast,0,1,1,0,1,ext,12
33,73947269,Algeria,Mozambique,2,1,3,2,1,dom,12
33,73947270,Mali,Zimbabwe,4,1,5,4,1,dom,12
33,73947271,Tunisia,Zambia,0,0,0,0,0,nul,12
33,73947274,Benin,Tanzania,0,1,1,0,1,ext,12
33,73947277,Senegal,South Africa,0,0,0,0,0,nul,12
34,73947279,Burkina Faso,Mali,1,0,1,1,0,dom,12
34,73947280,Zimbabwe,Algeria,0,2,2,0,2,ext,12
34,73947282,South Africa,Morocco,0,4,4,0,4,ext,12
34,73947283,DR Congo,Benin,3,0,3,3,0,dom,12
34,73947285,Egypt,Angola,3,0,3,3,0,dom,12
34,73947286,Comoros,Tunisia,0,1,1,0,1,ext,12
34,73947289,Ivory Coast,Cameroon,2,0,2,2,0,dom,12
34,73947290,Senegal,Equatorial Guinea,2,0,2,2,0,dom,12
35,73947291,Angola,South Africa,0,1,1,0,1,ext,12
35,73947292,Tanzania,Zimbabwe,0,0,0,0,0,nul,12
35,73947293,DR Congo,Ivory Coast,1,0,1,1,0,dom,12
35,73947294,Nigeria,Botswana,1,0,1,1,0,dom,12
35,73947299,Sudan,Senegal,1,1,2,1,1,nul,12
35,73947300,Tunisia,Egypt,0,0,0,0,0,nul,12
35,73947301,Gabon,Comoros,1,0,1,1,0,dom,12
36,73947303,Comoros,Cameroon,0,1,1,0,1,ext,12
36,73947304,Botswana,Mali,2,2,4,2,2,nul,12
36,73947306,Ivory Coast,Benin,1,0,1,1,0,dom,12
36,73947307,Zambia,DR Congo,2,0,2,2,0,dom,12
36,73947309,Senegal,Nigeria,1,0,1,1,0,dom,12
36,73947311,Egypt,Gabon,0,0,0,0,0,nul,12
36,73947314,Morocco,Sudan,1,1,2,1,1,nul,12
1,73955154,Uganda,Tanzania,0,0,0,0,0,nul,13
1,73955155,Senegal,Mali,1,1,2,1,1,nul,13
1,73955156,Zambia,Angola,0,3,3,0,3,ext,13
2,73955165,Burkina Faso,Sudan,0,0,0,0,0,nul,13
2,73955166,Tunisia,Egypt,2,0,2,2,0,dom,13
2,73955171,Ivory Coast,Nigeria,1,0,1,1,0,dom,13
2,73955172,Tanzania,Zambia,2,1,3,2,1,dom,13
5,73955199,Ivory Coast,Angola,3,1,4,3,1,,0,,,0,0,0,dom,13
5,73955200,Benin,Zimbabwe,4,0,4,4,0,,0,,,0,0,0,dom,13
5,73955201,Sudan,Gabon,1,2,3,1,2,,0,,,0,0,0,ext,13
5,73955202,Zambia,Senegal,1,0,1,1,0,,0,,,0,0,0,dom,13
5,73955203,Tunisia,Burkina Faso,1,1,2,1,1,,0,,,0,0,0,nul,13
5,73955204,Cameroon,Uganda,0,0,0,0,0,,0,,,0,0,0,nul,13
5,73955205,Nigeria,South Africa,0,0,0,0,0,,0,,,0,0,0,nul,13
5,73955206,Comoros,Mali,1,1,2,1,1,,0,,,0,0,0,nul,13
5,73955207,Egypt,Tanzania,1,1,2,1,1,,0,,,0,0,0,nul,13
5,73955208,DR Congo,Morocco,0,1,1,0,1,,0,,,0,0,0,ext,13
5,73955209,Equatorial Guinea,Botswana,1,1,2,1,1,,0,,,0,0,0,nul,13
5,73955210,Algeria,Mozambique,5,0,5,5,0,,0,,,0,0,0,dom,13
6,73955211,Zambia,Cameroon,0,0,0,0,0,nul,13
6,73955214,Zimbabwe,Comoros,1,0,1,1,0,dom,13
6,73955216,Botswana,South Africa,0,0,0,0,0,nul,13
6,73955218,Mozambique,Benin,1,0,1,1,0,dom,13
6,73955219,Angola,Tunisia,2,2,4,2,2,nul,13
6,73955220,Gabon,Egypt,2,2,4,2,2,nul,13
6,73955222,Uganda,Algeria,0,1,1,0,1,ext,13
35,73997781,Comoros,South Africa,0,0,0,0,0,,0,,,0,0,0,nul,13
35,73997782,Zambia,Nigeria,3,0,3,3,0,,0,,,0,0,0,dom,13
35,73997783,Tunisia,Morocco,0,0,0,0,0,,0,,,0,0,0,nul,13
35,73997784,Benin,Angola,0,2,2,0,2,,0,,,0,0,0,ext,13
35,73997785,Zimbabwe,Senegal,1,2,3,1,2,,0,,,0,0,0,ext,13
35,73997786,Uganda,Algeria,2,1,3,2,1,,0,,,0,0,0,dom,13
35,73997787,Equatorial Guinea,DR Congo,2,1,3,2,1,,0,,,0,0,0,dom,13
35,73997788,Ivory Coast,Sudan,0,0,0,0,0,,0,,,0,0,0,nul,13
35,73997789,Burkina Faso,Mozambique,1,1,2,1,1,,0,,,0,0,0,nul,13
35,73997790,Botswana,Egypt,0,1,1,0,1,,0,,,0,0,0,ext,13
35,73997791,Tanzania,Gabon,2,0,2,2,0,,0,,,0,0,0,dom,13
35,73997792,Cameroon,Mali,1,0,1,1,0,,0,,,0,0,0,dom,13
36,73997793,Sudan,Tunisia,0,1,1,0,1,ext,13
36,73997794,Angola,Equatorial Guinea,3,0,3,3,0,dom,13
36,73997796,Mali,Ivory Coast,0,0,0,0,0,nul,13
36,73997797,Nigeria,Zimbabwe,1,0,1,1,0,dom,13
36,73997798,Egypt,Burkina Faso,0,0,0,0,0,nul,13
36,73997801,Uganda,Tanzania,1,0,1,1,0,dom,13
36,73997803,Mozambique,Morocco,2,4,6,2,4,ext,13
37,73997805,Burkina Faso,DR Congo,2,1,3,2,1,dom,13
37,73997807,Comoros,Tanzania,0,1,1,0,1,ext,13
37,73997810,Benin,Uganda,3,0,3,3,0,dom,13
37,73997811,Ivory Coast,Senegal,2,1,3,2,1,dom,13
37,73997812,Tunisia,Mozambique,0,0,0,0,0,nul,13
37,73997816,Equatorial Guinea,Gabon,2,3,5,2,3,ext,13
38,73997822,Algeria,Zimbabwe,1,4,5,1,4,ext,13
38,73997827,DR Congo,Morocco,0,0,0,0,0,nul,13
38,73997828,Angola,Burkina Faso,1,0,1,1,0,dom,13
40,73997842,DR Congo,Egypt,0,1,1,0,1,ext,13
40,73997843,South Africa,Sudan,4,0,4,4,0,dom,13
40,73997844,Nigeria,Mali,0,0,0,0,0,nul,13
40,73997845,Zambia,Equatorial Guinea,1,1,2,1,1,nul,13
40,73997846,Senegal,Tunisia,0,0,0,0,0,nul,13
40,73997848,Algeria,Ivory Coast,3,0,3,3,0,dom,13
40,73997849,Benin,Zimbabwe,1,0,1,1,0,dom,13
40,73997850,Gabon,Morocco,0,3,3,0,3,ext,13
40,73997851,Tanzania,Cameroon,0,0,0,0,0,nul,13
10,74002498,Benin,Comoros,0,0,0,0,0,nul,14
10,74002500,South Africa,Sudan,5,0,5,5,0,dom,14
10,74002502,Uganda,Angola,1,1,2,1,1,nul,14
10,74002503,Nigeria,Senegal,0,0,0,0,0,nul,14
10,74002504,Zimbabwe,Mali,2,2,4,2,2,nul,14
10,74002506,Zambia,Mozambique,0,4,4,0,4,ext,14
10,74002507,Gabon,Cameroon,0,0,0,0,0,nul,14
10,74002508,Botswana,Tunisia,0,0,0,0,0,nul,14
10,74002509,Egypt,Ivory Coast,1,0,1,1,0,dom,14
11,74002510,Tunisia,Zimbabwe,1,1,2,1,1,,0,,,0,0,0,nul,14
11,74002511,Mozambique,Equatorial Guinea,0,2,2,0,2,,0,,,0,0,0,ext,14
11,74002512,Botswana,Nigeria,3,0,3,3,0,,0,,,0,0,0,dom,14
11,74002513,Mali,Tanzania,1,1,2,1,1,,0,,,0,0,0,nul,14
11,74002514,Cameroon,Benin,3,0,3,3,0,,0,,,0,0,0,dom,14
11,74002515,Sudan,Comoros,0,1,1,0,1,,0,,,0,0,0,ext,14
11,74002516,Ivory Coast,South Africa,1,0,1,1,0,,0,,,0,0,0,dom,14
11,74002517,Burkina Faso,Egypt,1,0,1,1,0,,0,,,0,0,0,dom,14
11,74002518,Morocco,Uganda,4,0,4,4,0,,0,,,0,0,0,dom,14
11,74002519,Angola,Gabon,0,0,0,0,0,,0,,,0,0,0,nul,14
11,74002520,DR Congo,Algeria,0,0,0,0,0,,0,,,0,0,0,nul,14
11,74002521,Senegal,Zambia,1,0,1,1,0,,0,,,0,0,0,dom,14
12,74002522,South Africa,Burkina Faso,3,1,4,3,1,dom,14
12,74002524,Sudan,Cameroon,1,0,1,1,0,dom,14
12,74002525,Tanzania,Zimbabwe,0,1,1,0,1,ext,14
12,74002530,Comoros,Ivory Coast,1,3,4,1,3,ext,14
12,74002532,Zambia,Botswana,0,1,1,0,1,ext,14
13,74002535,Morocco,Benin,4,1,5,4,1,dom,14
13,74002537,Burkina Faso,Comoros,1,2,3,1,2,ext,14
13,74002538,Zimbabwe,Algeria,0,0,0,0,0,nul,14
13,74002539,Botswana,Equatorial Guinea,1,1,2,1,1,nul,14
13,74002542,Nigeria,Zambia,0,2,2,0,2,ext,14
13,74002543,Tunisia,Tanzania,0,0,0,0,0,nul,14
13,74002545,DR Congo,Gabon,0,1,1,0,1,ext,14
14,74002546,Equatorial Guinea,Nigeria,1,1,2,1,1,nul,14
14,74002549,Sudan,Morocco,1,1,2,1,1,nul,14
14,74002550,Benin,DR Congo,1,1,2,1,1,nul,14
14,74002551,South Africa,Senegal,2,1,3,2,1,dom,14
14,74002553,Egypt,Botswana,0,0,0,0,0,nul,14
14,74002554,Algeria,Tanzania,3,1,4,3,1,dom,14
14,74002555,Zambia,Tunisia,0,0,0,0,0,nul,14
14,74002556,Cameroon,Burkina Faso,0,0,0,0,0,nul,14
14,74002557,Uganda,Zimbabwe,0,0,0,0,0,nul,14
15,74002558,DR Congo,Sudan,0,0,0,0,0,nul,14
15,74002560,Tanzania,Uganda,0,0,0,0,0,nul,14
15,74002561,Botswana,South Africa,0,4,4,0,4,ext,14
15,74002562,Mozambique,Cameroon,1,1,2,1,1,nul,14
15,74002563,Zambia,Equatorial Guinea,2,1,3,2,1,dom,14
15,74002564,Burkina Faso,Angola,0,0,0,0,0,nul,14
15,74002565,Mali,Benin,4,0,4,4,0,dom,14
15,74002566,Nigeria,Egypt,1,2,3,1,2,ext,14
15,74002567,Zimbabwe,Gabon,1,0,1,1,0,dom,14
15,74002569,Morocco,Ivory Coast,4,0,4,4,0,dom,14
16,74002570,Benin,Zimbabwe,0,0,0,0,0,nul,14
16,74002574,Burkina Faso,Morocco,0,3,3,0,3,ext,14
16,74002576,Equatorial Guinea,Tunisia,0,0,0,0,0,nul,14
16,74002578,Gabon,Tanzania,1,1,2,1,1,nul,14
16,74002580,Uganda,Algeria,0,1,1,0,1,ext,14
17,74002583,Zambia,South Africa,0,2,2,0,2,ext,14
17,74002584,DR Congo,Burkina Faso,1,1,2,1,1,nul,14
17,74002585,Mozambique,Morocco,5,0,5,5,0,dom,14
17,74002587,Nigeria,Comoros,1,0,1,1,0,dom,14
17,74002588,Algeria,Gabon,1,0,1,1,0,dom,14
17,74002591,Zimbabwe,Sudan,0,0,0,0,0,nul,14
17,74002592,Equatorial Guinea,Egypt,5,0,5,5,0,dom,14
17,74002593,Tanzania,Benin,1,1,2,1,1,nul,14
18,74002594,Morocco,Senegal,2,0,2,2,0,dom,14
18,74002595,Burkina Faso,Mali,0,0,0,0,0,nul,14
18,74002598,Sudan,Tanzania,0,4,4,0,4,ext,14
18,74002601,Gabon,Uganda,2,4,6,2,4,ext,14
18,74002602,Ivory Coast,Zimbabwe,2,0,2,2,0,dom,14
18,74002603,Egypt,Tunisia,0,0,0,0,0,nul,14
18,74002604,South Africa,Equatorial Guinea,0,0,0,0,0,nul,14
19,74002607,Botswana,Morocco,1,5,6,1,5,ext,14
19,74002608,Senegal,DR Congo,0,0,0,0,0,nul,14
19,74002609,Tanzania,Ivory Coast,0,1,1,0,1,ext,14
19,74002611,Algeria,Sudan,4,0,4,4,0,dom,14
19,74002613,Uganda,Benin,3,1,4,3,1,dom,14
19,74002617,Zimbabwe,Burkina Faso,2,1,3,2,1,dom,14
20,74002619,Senegal,Mali,0,0,0,0,0,nul,14
20,74002623,DR Congo,Botswana,0,0,0,0,0,nul,14
20,74002629,South Africa,Tunisia,1,0,1,1,0,dom,14
21,74002630,Algeria,Burkina Faso,3,0,3,3,0,dom,14
21,74002631,Gabon,Sudan,1,0,1,1,0,dom,14
21,74002635,Egypt,Cameroon,0,0,0,0,0,nul,14
21,74002636,Tunisia,Benin,3,0,3,3,0,dom,14
21,74002637,Nigeria,DR Congo,0,1,1,0,1,ext,14
21,74002640,South Africa,Comoros,2,1,3,2,1,dom,14
22,74002642,Ivory Coast,Gabon,2,0,2,2,0,dom,14
22,74002643,Comoros,Tunisia,0,0,0,0,0,nul,14
22,74002645,Angola,Egypt,1,0,1,1,0,dom,14
22,74002648,Burkina Faso,Uganda,0,0,0,0,0,nul,14
22,74002650,Cameroon,South Africa,0,0,0,0,0,nul,14
22,74002651,DR Congo,Zambia,1,1,2,1,1,nul,14
22,74002653,Mozambique,Algeria,3,1,4,3,1,dom,14
24,74002667,Mali,Equatorial Guinea,2,0,2,2,0,dom,14
24,74002669,Nigeria,Tanzania,0,0,0,0,0,nul,14
24,74002671,Burkina Faso,Benin,4,0,4,4,0,dom,14
24,74002673,Morocco,South Africa,1,0,1,1,0,dom,14
24,74002674,DR Congo,Egypt,0,0,0,0,0,nul,14
24,74002675,Cameroon,Tunisia,0,0,0,0,0,nul,14
24,74002676,Mozambique,Gabon,4,1,5,4,1,dom,14
24,74002677,Senegal,Uganda,0,1,1,0,1,ext,14
25,74002678,Algeria,Nigeria,1,3,4,1,3,ext,14
25,74002679,Comoros,Morocco,0,0,0,0,0,nul,14
25,74002680,Sudan,Burkina Faso,1,1,2,1,1,nul,14
25,74002681,Equatorial Guinea,Zimbabwe,1,2,3,1,2,ext,14
25,74002684,South Africa,DR Congo,1,1,2,1,1,nul,14
25,74002686,Tunisia,Ivory Coast,1,2,3,1,2,ext,14
25,74002687,Zambia,Tanzania,1,0,1,1,0,dom,14
26,74002690,Zimbabwe,Egypt,0,3,3,0,3,ext,14
26,74002693,DR Congo,Comoros,2,2,4,2,2,nul,14
26,74002694,Nigeria,Uganda,0,4,4,0,4,ext,14
26,74002696,Botswana,Gabon,0,2,2,0,2,ext,14
26,74002697,Tanzania,Equatorial Guinea,0,0,0,0,0,nul,14
26,74002701,Senegal,Benin,1,0,1,1,0,dom,14
